,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Gross Domestic Product, Domestic Currency",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Nominal, Quarterly",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Source: International Financial Statistics (IFS),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Country,2013Q1,2013Q2,2013Q3,2013Q4,2014Q1,2014Q2,2014Q3,2014Q4,2015Q1,2015Q2,2015Q3,2015Q4,2016Q1,2016Q2,2016Q3,2016Q4,2017Q1,2017Q2,2017Q3,2017Q4,2018Q1,2018Q2,2018Q3,2018Q4,2019Q1,2019Q2,2019Q3,2019Q4,2020Q1,2020Q2,2020Q3
,"North Macedonia, Republic of","109,082.25","127,692.71","131,072.03","134,044.01","120,689.72","134,262.15","134,107.44","138,571.69","128,439.38","138,813.89","143,586.62","148,113.73","135,707.09","146,029.49","154,078.80","158,979.42","143,436.12","150,671.58","159,616.72","164,381.27","151,570.00","161,388.51","167,567.55","177,527.23","163,049.61","169,422.03","177,644.70","187,428.74","165,682.60","149,781.52",...
,Norway,"747,988.00","759,090.00","752,187.00","811,959.00","795,088.00","770,454.00","763,222.00","812,050.00","778,574.00","779,478.00","762,868.00","790,248.00","748,858.00","779,503.00","747,380.00","822,407.00","832,832.00","802,759.00","792,092.00","867,699.00","868,912.00","882,148.00","866,856.00","935,984.00","907,658.00","873,796.00","853,188.00","933,847.00","899,799.00","789,686.00","817,468.00"
,Paraguay,"42,269,507.14","40,792,316.99","39,779,858.36","43,872,904.38","45,041,113.69","43,843,655.47","43,007,943.09","47,828,896.95","46,213,986.94","45,731,218.48","45,894,730.01","50,390,787.89","49,164,479.59","49,477,963.46","51,398,177.64","54,406,657.59","54,670,990.40","52,521,629.20","53,667,473.64","58,328,323.63","58,221,782.91","57,417,843.21","54,934,337.57","60,915,313.89","59,284,095.12","56,740,949.63","57,813,751.26","64,215,351.69","62,730,984.63","54,114,895.33",...
,Peru,"122,916.39","133,263.12","135,728.93","142,798.21","134,852.66","142,909.40","145,943.50","152,674.49","140,937.60","152,929.29","154,507.51","164,129.97","152,606.28","163,069.09","167,107.48","175,932.04","162,726.77",...,...,...,...,...,...,...,...,...,...,...,...,...,...
,Philippines,"2,772,721.44","2,993,984.53","2,914,503.45","3,369,382.56","3,035,914.96","3,296,724.14","3,174,415.96","3,699,773.19","3,204,277.05","3,493,899.84","3,330,582.62","3,915,397.94","3,437,649.72","3,791,145.29","3,644,978.90","4,258,607.56","3,745,533.03","4,153,954.14","4,017,921.78","4,639,242.14","4,101,138.01","4,568,791.82","4,450,212.83","5,145,047.61","4,422,950.88","4,857,262.38","4,729,028.45","5,507,176.56","4,473,249.60",...,...
,"Poland, Rep. of","378,756.50","399,916.30","405,103.50","462,947.60","396,634.70","416,337.90","423,147.90","475,123.70","414,810.90","434,588.40","440,965.80","510,746.90","430,411.30","451,043.30","455,789.30","526,243.00","458,677.90","479,296.20","491,469.10","560,391.40","488,230.00","509,006.00","526,563.40","597,755.60","526,340.70","553,235.50","568,172.80","639,989.30","556,426.70","528,177.50","582,494.90"
,Portugal,"40,736.60","42,240.49","43,458.00","44,057.19","41,069.01","43,644.07","44,390.53","43,950.08","42,849.10","45,445.38","45,983.07","45,435.61","44,687.97","47,011.70","47,638.58","47,151.56","46,646.14","49,343.70","49,945.46","50,011.91","48,732.85","51,366.90","52,376.16","52,708.22","50,896.91","53,352.21","54,200.83","54,851.09","50,766.91","46,408.73","51,689.37"
,Qatar,"184,386.91","174,597.26","180,040.87","184,343.59","196,893.10","189,356.65","188,804.04","175,603.75","154,131.26","152,091.76","148,999.36","144,072.47","131,794.00","134,814.00","141,278.00","147,100.00",...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
,Romania,"121,218.20","147,866.60","175,153.60","190,729.40","129,532.80","156,932.90","184,502.60","198,735.60","139,809.60","162,825.60","197,342.60","211,952.10","146,977.10","179,192.50","207,632.90","229,850.00","164,727.80","197,201.40","237,636.60","258,329.90","180,660.30","220,882.10","264,044.40","286,141.70","202,920.00","245,061.80","290,460.80","321,360.60","215,965.20","223,130.30","279,174.40"
,Russian Federation,"16,370,002.90","17,507,881.80","19,003,469.30","20,104,347.10","17,311,393.60","19,044,189.40","20,544,004.20","22,130,452.90","18,467,912.80","19,751,015.00","21,788,589.40","23,079,842.90","18,885,121.10","20,452,234.60","22,235,115.20","24,043,612.80","20,586,119.10","21,917,573.80","23,718,216.20","25,621,245.20","22,845,267.30","25,225,572.00","27,508,923.90","29,049,874.50","24,944,791.20","26,410,242.40","28,875,418.60","29,815,599.40",...,...,...
,Rwanda,"1,187,000.00","1,225,000.00","1,226,000.00","1,295,000.00","1,322,000.00","1,354,000.00","1,396,000.00","1,394,000.00","1,424,000.00","1,458,000.00","1,518,000.00","1,561,000.00","1,594,000.00","1,620,000.00","1,672,000.00","1,736,000.00","1,817,000.00","1,869,000.00","1,927,000.00","1,985,000.00","1,986,000.00","2,000,000.00","2,065,000.00","2,137,000.00",...,...,...,...,...,...,...
,Samoa,452.45,458.96,480.15,467.75,456.09,462.43,503.35,499.86,473.96,471.77,523.19,513.38,510.51,508.22,550.72,539.54,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
,Saudi Arabia,"702,563.81","692,774.32","701,752.52","702,836.08","746,219.90","726,232.14","723,184.18","640,677.24","642,110.53","633,736.54","606,991.68","570,673.48","576,101.46","600,753.74","605,080.49","636,572.66","634,716.53","624,765.63","644,513.35","678,202.47","699,190.72","738,850.54","745,061.51","766,354.11","718,543.14","740,031.80","745,369.33","769,681.37",...,...,...
,"Serbia, Rep. of","933,676.12","1,018,453.34","1,063,810.64","1,105,260.06","959,647.72","1,031,703.87","1,052,365.73","1,116,831.14","975,863.71","1,075,194.42","1,098,918.84","1,162,061.13","1,025,541.29","1,121,052.35","1,157,807.05","1,216,863.97","1,077,243.46","1,178,356.12","1,218,607.96","1,280,160.86","1,151,792.80","1,261,706.28","1,305,151.01","1,349,938.42","1,205,951.82","1,334,130.27","1,400,872.56","1,469,839.55","1,296,111.51","1,264,018.36",...
,Seychelles,"3,882.05","3,924.87","3,993.37","4,214.24","4,148.89","4,122.60","4,253.18","4,594.52","4,476.50","4,451.60","4,646.04","4,765.70","4,683.56","4,689.33","4,727.16","4,914.01","4,963.90","4,984.30","5,137.23","5,204.58",...,...,...,...,...,...,...,...,...,...,...
,Singapore,"93,773.00","95,587.20","96,028.30","99,481.80","97,120.80","98,340.90","99,544.70","103,941.50","103,265.10","104,436.60","106,263.80","109,478.60","106,010.00","107,670.70","109,770.30","116,767.20","115,703.60","114,447.30","116,683.20","125,245.00","120,635.10","123,701.70","127,699.00","131,359.40","125,745.40","125,250.60","127,910.50","128,661.20",...,...,...
,Slovak Rep.,"17,228.51","18,607.21","19,631.45","18,981.60","17,564.87","19,011.88","20,145.48","19,547.57","18,230.77","19,856.33","21,047.56","20,632.91","18,645.57","20,288.51","21,186.42","20,930.99","19,197.59","21,150.27","22,222.35","21,961.98","20,266.93","22,483.98","23,696.53","23,058.07","21,587.86","23,587.19","24,513.30","24,176.83","21,451.79","21,131.77","24,440.07"
,"Slovenia, Rep. of","8,467.07","9,320.22","9,348.78","9,318.26","8,785.64","9,659.25","9,687.91","9,501.50","9,046.14","9,852.73","9,975.65","9,978.12","9,392.41","10,295.05","10,371.09","10,384.66","9,887.78","10,871.87","11,016.37","11,233.10","10,575.77","11,517.59","11,835.09","11,934.16","11,252.05","12,189.93","12,488.89","12,461.68","11,273.94","10,901.18","12,158.33"
,South Africa,"841,916.12","877,803.37","900,821.73","919,435.75","916,398.13","939,966.43","965,656.76","983,328.25","976,974.31","1,005,469.08","1,021,882.73","1,047,094.55","1,052,551.72","1,079,829.24","1,096,006.72","1,121,926.49","1,114,987.24","1,149,842.47","1,178,807.10","1,208,147.97",...,...,...,...,...,...,...,...,...,...,...
,Spain,"246,846.00","259,228.00","251,199.00","263,075.00","248,197.00","260,733.00","254,780.00","268,448.00","257,233.00","272,132.00","266,375.00","281,850.00","265,844.00","281,788.00","275,793.00","290,415.00","276,574.00","294,157.00","287,429.00","303,707.00","286,806.00","305,083.00","297,131.00","315,221.00","298,529.00","315,695.00","305,647.00","324,901.00","290,641.00","250,559.00","280,342.00"
,Sri Lanka,"2,407,674.07","2,332,841.75","2,425,773.08","2,425,836.02","2,529,211.00","2,507,968.00","2,646,734.00","2,764,566.00","2,653,430.70","2,673,185.60","2,785,399.89","2,838,604.32","2,907,241.13","2,872,373.75","2,942,082.80","3,185,054.39","3,261,838.20","3,153,644.84","3,328,461.69","3,545,522.27",...,...,...,...,...,...,...,...,...,...,...
,Sweden,"919,673.00","979,878.00","924,681.00","998,439.00","951,259.00","1,023,626.00","968,754.00","1,049,091.00","1,010,436.00","1,092,097.00","1,032,860.00","1,125,077.00","1,048,249.00","1,136,446.00","1,058,650.00","1,171,686.00","1,105,221.00","1,189,075.00","1,107,745.00","1,223,053.00","1,157,617.00","1,248,970.00","1,147,467.00","1,274,252.00","1,208,426.00","1,291,500.00","1,208,196.00","1,316,069.00","1,239,227.00","1,215,957.00","1,186,493.00"
,Switzerland,"159,589.62","165,248.27","165,900.36","169,910.51","163,431.48","167,991.92","168,639.84","172,754.97","164,653.25","168,369.43","169,421.28","173,291.69","166,919.48","171,784.57","171,732.25","175,004.68","168,653.14","171,953.86","173,899.99","179,187.14","174,321.77","181,118.66","179,741.77","184,431.59","177,765.19","181,848.20","181,516.17","185,791.38","175,815.11","166,698.01","177,545.25"
,Thailand,"3,287,583.00","3,139,844.00","3,178,279.00","3,309,452.00","3,322,191.00","3,242,832.00","3,257,778.00","3,407,500.00","3,431,781.00","3,333,228.00","3,416,356.00","3,562,098.00","3,598,693.00","3,557,831.00","3,628,874.00","3,807,197.00","3,830,987.00","3,752,139.00","3,853,827.00","4,049,598.00","4,050,238.00","3,998,361.00","4,063,328.00","4,253,645.00","4,217,970.00","4,147,950.00","4,175,125.00","4,334,846.00","4,161,945.00","3,546,985.00",...
,Turkey,"388,660.86","444,833.48","494,782.61","495,150.37","454,056.29","490,144.36","551,348.08","559,349.11","500,472.61","566,138.63","634,505.32","649,824.78","567,941.67","635,574.64","670,483.69","752,559.72","654,453.58","740,272.38","839,912.11","899,066.19","796,554.44","898,229.27","1,036,561.05","1,026,970.86","925,360.24","1,028,470.10","1,158,060.43","1,208,300.46","1,073,816.25","1,041,339.50","1,419,482.74"
,Ukraine,"303,753.00","354,814.00","398,000.00","408,631.00","316,905.00","382,391.00","440,476.00","447,143.00","375,991.00","456,715.00","566,997.00","588,841.00","455,298.00","535,701.00","671,456.00","722,912.00","592,523.00","665,233.00","834,287.00","891,839.00","705,977.00","810,174.00","994,810.00","1,049,635.00","815,123.00","932,677.00","1,111,862.00","1,114,902.00","845,829.00","867,782.00",...
,United Kingdom,"439,582.00","438,760.00","444,285.00","457,709.00","465,014.00","461,383.00","463,493.00","473,118.00","475,839.00","477,094.00","477,690.00","489,018.00","492,993.00","496,451.00","494,296.00","510,972.00","514,962.00","510,912.00","513,830.00","529,053.00","528,688.00","530,063.00","534,823.00","548,218.00","551,736.00","546,179.00","552,905.00","563,542.00","555,298.00","472,173.00","515,952.00"
,United States,"4,049,584.00","4,163,863.00","4,234,415.00","4,336,990.00","4,193,475.00","4,355,448.00","4,449,960.00","4,528,375.00","4,381,185.00","4,563,206.00","4,614,948.00","4,665,441.00","4,488,764.00","4,678,299.00","4,734,573.00","4,813,405.00","4,649,728.00","4,863,682.00","4,940,866.00","5,065,149.00","4,917,129.00","5,141,726.00","5,209,973.00","5,311,394.00","5,148,400.00","5,360,917.00","5,404,652.00","5,517,583.00","5,251,691.00",...,...
,Uruguay,"271,714.59","284,426.95","294,813.23","327,376.95","314,521.18","323,686.10","328,921.41","363,379.67","348,894.17","347,755.80","365,657.98","393,540.27","384,061.83","382,547.45","395,844.55","426,741.54","417,423.67","408,742.39","421,086.13","459,856.45","444,841.00","443,000.51","458,149.18","492,659.43",...,...,...,...,...,...,...
,West Bank and Gaza,"2,829.10","3,145.50","3,183.10","3,318.30","3,171.80","3,309.80","3,188.70","3,045.30","2,936.30","3,183.80","3,216.40","3,336.50","3,233.90","3,363.90","3,457.50","3,370.40","3,387.30","3,653.70","3,728.30","3,728.80","3,689.90","3,559.50",...,...,...,...,...,...,...,...,...
